"vessel_ids";"radius"
"028";10,5098744861351
"034";22,1128744629812
"047";16,2805848249423
"050";19,4851565991716
"051";17,4039109501712
"055";22,1923690466986
"061";16,0092699697026
"067";23,4990748321503
"095";15,1985988320138
"096";19,7982975319264
"097";19,3278948168522
"098";17,7029199307703
"099";20,6556943379031
"100";18,4231249047354
"085";20,2203123049923
